sample #',V5',V2'
17370,1013,1026
17380,1023,1024
17390,1042,1029
17400,1038,1042
17410,1037,1044
17420,1051,1057
17430,1048,1060
17440,1032,1044
17450,1023,1028
17460,1012,1017
17470,1002,1006
17480,1002,1001
17490,999,1006
17500,991,998
17510,987,1002
17520,985,993
17530,980,988
17540,983,991
17550,982,992
17560,980,995
17570,1168,1145
17580,1020,1018
17590,995,975
17600,900,946
17610,827,895
17620,871,840
17630,968,898
17640,994,969
17650,1003,995
17660,1019,1015
17670,1028,1021
17680,1030,1027
17690,1037,1041
17700,1045,1060
17710,1058,1068
17720,1060,1071
17730,1052,1056
17740,1019,1029
17750,1016,1011
17760,1009,1004
17770,996,998
17780,995,995
17790,999,994
17800,994,987
17810,999,989
17820,999,988
17830,989,985
17840,991,983
17850,993,987
17860,994,985
17870,1044,1090
17880,1027,1001
17890,976,954
17900,849,918
17910,841,870
17920,930,846
17930,990,947
17940,1008,986
17950,1018,1006
17960,1032,1013
17970,1038,1022
17980,1040,1033
17990,1047,1045
18000,1059,1056
18010,1053,1053
18020,1043,1047
18030,1026,1032
18040,1013,1011
18050,1012,1008
18060,1005,1011
18070,999,999
18080,1006,999
18090,1015,1003
18100,997,996
18110,991,991
18120,991,992
18130,986,990
18140,996,992
18150,1004,1002
18160,1078,1060
18170,1279,1065
18180,987,924
18190,967,984
18200,963,986
18210,956,987
18220,948,980
18230,950,980
18240,943,979
18250,938,973
18260,944,973
18270,956,985
18280,975,996
18290,993,1005
18300,1001,1015
18310,996,1007
18320,996,1005
18330,997,1008
18340,992,1009
18350,999,1010
18360,999,1011
18370,994,1008
18380,998,1007
18390,999,1016
18400,993,1010
18410,1004,1003
18420,1020,1009
18430,1004,1004
18440,1017,1008
18450,1056,1042
18460,1037,1006
18470,964,989
18480,961,990
18490,963,929
18500,994,992
18510,1011,1006
18520,1015,1003
18530,1023,1005
18540,1033,1010
18550,1031,1004
18560,1039,1014
18570,1048,1021
18580,1043,1021
18590,1041,1025
18600,1025,1021
18610,1016,1014
18620,1008,1012
18630,1009,1008
18640,1002,1009
18650,1002,1011
18660,1009,1010
18670,1000,1007
18680,999,1002
18690,999,1004
18700,994,1002
18710,992,1007
18720,1044,1026
18730,1037,1033
18740,1014,998
18750,920,967
18760,854,910
18770,924,856
18780,986,950
18790,992,982
18800,1018,1019
18810,1029,1029
18820,1031,1036
18830,1037,1046
18840,1045,1060
18850,1043,1067
18860,1043,1067
18870,1035,1058
18880,1015,1043
18890,1003,1036
18900,997,1028
18910,996,1023
18920,997,1018
18930,993,1022
18940,987,1017
18950,987,1018
18960,986,1018
18970,982,1014
18980,982,1011
18990,982,1019
19000,988,1018
19010,1027,1065
19020,1015,1037
19030,968,1010
19040,870,975
19050,851,923
19060,921,867
19070,972,962
19080,983,995
19090,993,1028
19100,1003,1037
19110,1010,1046
19120,1009,1051
19130,1015,1059
19140,1023,1076
19150,1025,1083
19160,1027,1091
19170,1020,1095
19180,1003,1079
19190,992,1059
19200,989,1053
19210,982,1043
19220,980,1037
19230,978,1041
19240,972,1036
19250,970,1034
19260,971,1038
19270,964,1030
19280,958,1027
19290,964,1032
19300,958,1027
19310,962,1031
19320,1005,1096
19330,989,1043
19340,949,1001
19350,828,972
19360,824,907
19370,905,902
19380,951,997
19390,967,1025
19400,998,1054
19410,996,1057
19420,994,1061
19430,1001,1065
19440,1007,1077
19450,1010,1091
19460,1013,1095
19470,1011,1097
19480,992,1082
19490,980,1062
19500,975,1055
19510,966,1041
19520,960,1034
19530,959,1033
19540,950,1031
19550,948,1027
19560,952,1029
19570,948,1023
19580,946,1022
19590,948,1023
19600,943,1021
19610,954,1022
19620,996,1063
19630,971,1017
19640,912,977
19650,807,935
19660,833,879
19670,924,924
19680,952,998
19690,961,1024
19700,978,1043
19710,981,1053
19720,984,1060
19730,995,1072
19740,1007,1080
19750,1020,1089
19760,1023,1097
19770,1009,1091
19780,992,1077
19790,984,1059
19800,975,1046
19810,962,1039
19820,956,1034
19830,958,1037
19840,951,1034
19850,946,1027
19860,947,1032
19870,942,1027
19880,938,1024
19890,941,1029
19900,941,1033
19910,1053,1198
19920,975,1054
19930,940,1017
19940,850,982
19950,809,932
19960,864,877
19970,935,967
19980,952,1013
19990,961,1052
20000,972,1060
20010,977,1069
20020,981,1077
20030,992,1086
20040,1001,1103
20050,1006,1115
20060,1008,1120
20070,999,1120
20080,984,1090
20090,985,1075
20100,971,1065
20110,962,1057
20120,959,1055
20130,954,1055
20140,951,1050
20150,951,1048
20160,952,1050
20170,947,1052
20180,1019,1083
20190,1207,1103
20200,939,1029
20210,903,1024
20220,906,1026
20230,905,1023
20240,895,1017
20250,892,1017
20260,892,1013
20270,891,1011
20280,894,1014
20290,905,1019
20300,924,1031
20310,945,1050
20320,953,1056
20330,953,1055
20340,958,1056
20350,950,1057
20360,949,1053
20370,957,1060
20380,953,1059
20390,955,1057
20400,957,1059
20410,963,1054
20420,975,1052
20430,969,1055
20440,960,1046
20450,964,1039
20460,968,1048
20470,966,1044
20480,1005,1069
20490,1125,1124
20500,1023,982
20510,955,1038
20520,960,1049
20530,947,1039
20540,939,1031
20550,940,1032
20560,933,1026
20570,933,1021
20580,936,1030
20590,940,1032
20600,954,1037
20610,974,1053
20620,978,1057
20630,976,1055
20640,979,1057
20650,971,1051
20660,965,1049
20670,965,1055
20680,963,1051
20690,961,1046
20700,966,1049
20710,960,1048
20720,961,1046
20730,970,1043
20740,975,1042
20750,963,1033
20760,962,1037
20770,968,1040
20780,999,1098
20790,999,1057
20800,1042,1057
20810,1009,1006
20820,935,996
20830,947,1029
20840,948,1028
20850,951,1031
20860,946,1025
20870,949,1025
20880,951,1033
20890,950,1037
20900,962,1040
20910,975,1053
20920,974,1058
20930,969,1054
20940,966,1052
20950,967,1051
20960,962,1043
20970,964,1048
20980,962,1048
20990,958,1043
21000,964,1046
21010,958,1048
21020,953,1044
21030,951,1052
21040,957,1047
21050,973,1050
21060,1009,1091
21070,987,1044
21080,945,1007
21090,827,980
21100,837,924
21110,907,914
21120,951,1008
21130,954,1036
21140,980,1065
21150,990,1075
21160,995,1081
21170,997,1082
21180,1007,1098
21190,1000,1104
21200,1003,1103
21210,998,1102
21220,977,1086
21230,965,1070
21240,962,1062
21250,963,1052
21260,958,1054
21270,954,1052
21280,954,1046
21290,952,1043
21300,962,1046
21310,948,1044
21320,947,1036
21330,947,1038
21340,949,1040
21350,955,1038
21360,1152,1154
21370,982,1069
21380,964,1033
21390,911,1003
21400,838,950
21410,833,903
21420,922,922
21430,945,1000
21440,944,1025
21450,976,1058
21460,969,1066
21470,980,1074
21480,989,1084
21490,984,1094
21500,983,1101
21510,991,1103
21520,985,1101
21530,963,1083
21540,962,1064
21550,961,1058
21560,953,1041
21570,956,1047
21580,949,1044
21590,947,1042
21600,951,1043
21610,944,1038
21620,934,1031
21630,943,1032
21640,940,1031
21650,942,1030
21660,954,1034
21670,1000,1084
21680,973,1048
21690,942,1008
21700,838,967
21710,828,907
21720,895,889
21730,949,995
21740,964,1028
21750,994,1063
21760,988,1071
21770,991,1070
21780,992,1091
21790,1006,1104
21800,1011,1108
21810,1010,1116
21820,998,1101
21830,986,1084
21840,983,1067
21850,976,1056
21860,966,1049
21870,963,1047
21880,969,1047
21890,960,1047
21900,957,1043
21910,952,1043
21920,955,1033
21930,955,1039
21940,945,1038
21950,963,1029
21960,1008,1153
21970,979,1042
21980,930,995
21990,825,955
22000,824,891
22010,908,897
22020,955,1032
22030,957,1020
22040,978,1050
22050,982,1071
22060,994,1072
22070,1004,1080
22080,1020,1095
22090,1010,1101
22100,1011,1105
22110,1013,1102
22120,1002,1086
22130,993,1068
22140,981,1040
22150,979,1045
22160,974,1036
22170,986,1040
22180,960,1103
22190,968,1023
22200,972,1032
22210,953,1023
22220,1004,1019
22230,967,1040
22240,968,1173
22250,1076,1192
22260,1014,1052
22270,948,1013
22280,891,970
22290,875,900
22300,985,901
22310,1025,1011
22320,1051,1043
22330,1024,1079
22340,997,1083
22350,1017,1097
22360,937,1104
22370,964,1117
22380,1005,1135
22390,1028,1162
22400,1005,1161
22410,994,1119
22420,915,1111
22430,1015,1085
22440,906,1066
22450,929,1069
22460,856,1052
22470,971,1062
22480,971,1061
22490,935,1064
22500,835,1040
22510,1043,1049
22520,1028,1080
22530,1182,1183
22540,988,989
22550,881,1017
22560,912,1043
22570,1036,1020
22580,998,1025
22590,948,1011
22600,902,998
22610,980,1001
22620,1066,1007
22630,913,1046
22640,1037,1026
22650,908,1018
22660,982,1050
22670,1008,1087
22680,1004,1074
22690,982,1051
22700,965,1020
22710,982,1076
22720,983,1098
22730,1005,1045
22740,913,1088
22750,970,1054
22760,977,1114
22770,1069,1110
22780,993,1068
22790,939,1034
22800,1014,1023
22810,1012,1063
22820,1127,1119
22830,1299,1184
22840,1048,961
22850,1050,1050
22860,1011,1054
22870,1024,1036
22880,955,1007
22890,1024,1014
22900,965,1008
22910,984,1020
22920,893,1051
22930,1011,1010
22940,975,1044
22950,1074,1074
22960,973,1059
22970,1023,1048
22980,1028,1075
22990,979,1023
23000,973,1028
23010,1011,1021
23020,990,1047
23030,1025,1027
23040,1009,1002
23050,995,1010
23060,986,1026
23070,970,1031
23080,1006,1059
23090,999,1012
23100,1204,1166
23110,1011,1045
23120,978,1014
23130,946,1010
23140,1005,1029
23150,940,952
23160,970,1004
23170,968,1013
23180,981,1041
23190,977,946
23200,979,1009
23210,957,976
23220,988,1089
23230,983,974
23240,985,1061
23250,956,1071
23260,968,966
23270,937,1059
23280,958,998
23290,945,975
23300,942,971
23310,949,1051
23320,935,1013
23330,937,991
23340,949,1011
23350,948,1040
23360,947,973
23370,964,982
23380,956,997
23390,950,1077
23400,1011,1096
23410,1014,1018
23420,918,987
23430,801,1006
23440,806,930
23450,910,831
23460,962,888
23470,1005,976
23480,997,1002
23490,984,1050
23500,1002,1115
23510,992,1061
23520,1030,1081
23530,980,1142
23540,972,1134
23550,986,1210
23560,1009,1096
23570,948,1107
23580,963,1075
23590,972,1100
23600,967,1091
23610,919,1049
23620,951,1022
23630,923,1046
23640,908,1070
23650,931,1032
23660,914,1023
23670,929,1044
23680,942,1020
23690,954,1054
23700,1127,1210
23710,950,1063
23720,910,976
23730,854,967
23740,815,903
23750,861,864
23760,964,913
23770,951,1018
23780,954,997
23790,960,1096
23800,976,1092
23810,985,1153
23820,997,1117
23830,1002,1133
23840,1025,1137
23850,1019,1152
23860,1014,1152
23870,1001,1129
23880,1001,1118
23890,993,1092
23900,987,1077
23910,991,1076
23920,980,1071
23930,984,1064
23940,980,1060
23950,983,1060
23960,974,1050
23970,984,1057
23980,979,1055
23990,988,1047
24000,1037,1106
24010,1011,1068
24020,976,1021
24030,875,989
24040,837,941
24050,899,896
24060,979,982
24070,986,1041
24080,999,1074
24090,1019,1083
24100,1038,1089
24110,1028,1093
24120,1026,1098
24130,1034,1110
24140,1031,1112
24150,1035,1113
24160,1023,1102
24170,1004,1083
24180,1003,1070
24190,991,1064
24200,985,1055
24210,988,1053
24220,983,1054
24230,973,1047
24240,975,1048
24250,973,1046
24260,966,1039
24270,966,1041
24280,968,1040
24290,969,1038
24300,1075,1187
24310,1004,1062
24320,969,1015
24330,870,978
24340,826,919
24350,879,865
24360,956,970
24370,972,1013
24380,991,1040
24390,1003,1049
24400,1008,1056
24410,1013,1061
24420,1022,1076
24430,1029,1095
24440,1034,1087
24450,1034,1079
24460,1009,1061
24470,995,1035
24480,987,1023
24490,987,1017
24500,981,1008
24510,980,1008
24520,977,1004
24530,971,1001
24540,973,995
24550,973,999
24560,971,993
24570,975,993
24580,976,997
24590,1056,1124
24600,1006,1012
24610,957,972
24620,853,931
24630,847,847
24640,944,863
24650,979,954
24660,994,987
24670,1008,1013
24680,1006,1019
24690,1018,1028
24700,1023,1040
24710,1028,1050
24720,1036,1064
24730,1040,1072
24740,1024,1062
24750,1013,1045
24760,998,1036
24770,995,1019
24780,994,1009
24790,997,1008
24800,975,998
24810,974,994
24820,972,991
24830,967,988
24840,971,984
24850,968,989
24860,964,987
24870,1060,1032
24880,1197,1051
24890,951,952
24900,962,979
24910,955,977
24920,935,968
24930,936,962
24940,926,956
24950,917,949
24960,918,950
24970,927,958
24980,942,969
24990,967,987
25000,972,993
25010,971,987
25020,973,988
25030,968,989
25040,960,982
25050,964,982
25060,967,984
25070,961,979
25080,965,984
25090,962,985
25100,962,984
25110,976,985
25120,969,985
25130,962,980
25140,964,981
25150,979,988
25160,1015,1030
25170,1069,1025
25180,1176,1027
25190,916,925
25200,937,976
25210,934,977
25220,927,973
25230,925,972
25240,924,973
25250,916,974
25260,924,978
25270,933,990
25280,939,997
25290,954,1008
25300,961,1013
25310,957,1009
25320,955,1006
25330,953,1008
25340,949,1006
25350,951,1008
25360,953,1009
25370,948,1006
25380,948,1004
25390,950,1007
25400,944,1006
25410,946,1009
25420,941,1015
25430,953,1010
25440,1045,1150
25450,992,1034
25460,948,990
25470,859,969
25480,815,914
25490,861,862
25500,933,932
25510,951,987
25520,961,1016
25530,980,1030
25540,988,1039
25550,989,1044
25560,994,1051
25570,1000,1064
25580,997,1072
25590,998,1071
25600,988,1069
25610,969,1054
25620,962,1044
25630,958,1037
25640,952,1027
25650,950,1023
25660,947,1024
25670,944,1021
25680,941,1023
25690,943,1024
25700,936,1019
25710,936,1015
25720,938,1018
25730,936,1014
25740,944,1020
25750,992,1071
25760,963,1037
25770,911,1007
25780,818,971
25790,815,890
25800,891,890
25810,933,979
25820,938,1005
25830,959,1038
25840,969,1045
25850,969,1048
25860,978,1058
25870,981,1069
25880,983,1078
25890,993,1089
25900,993,1099
25910,979,1087
25920,967,1068
25930,959,1058
25940,949,1044
25950,943,1037
25960,942,1036
25970,934,1031
25980,938,1029
25990,933,1027
26000,926,1025
26010,927,1019
26020,928,1023
26030,925,1021
26040,939,1022
26050,983,1074
26060,955,1024
26070,892,973
26080,794,933
26090,813,866
26100,904,907
26110,943,993
26120,957,1021
26130,986,1042
26140,987,1047
26150,988,1049
26160,992,1059
26170,1005,1074
26180,1011,1082
26190,1017,1090
26200,1011,1086
26210,991,1067
26220,986,1048
26230,976,1030
26240,966,1023
26250,966,1035
26260,963,1016
26270,963,1014
26280,959,1010
26290,959,1011
26300,957,1004
26310,957,1006
26320,963,1007
26330,962,1004
26340,1151,1170
26350,1013,1035
26360,985,992
26370,880,961
26380,824,915
26390,855,872
26400,940,915
26410,965,988
26420,977,1015
26430,1000,1034
26440,1006,1045
26450,1011,1038
26460,1026,1053
26470,1039,1067
26480,1030,1074
26490,1038,1080
26500,1036,1079
26510,1012,1058
26520,1002,1039
26530,1002,1035
26540,988,1027
26550,995,1022
26560,992,1022
26570,981,1018
26580,978,1014
26590,982,1016
26600,971,1007
26610,981,1009
26620,980,1014
26630,1052,1043
26640,1021,1046
26650,998,1007
26660,909,972
26670,844,919
26680,865,863
26690,948,913
26700,982,974
26710,990,1015
26720,1008,1036
26730,1016,1042
26740,1019,1051
26750,1021,1066
26760,1035,1071
26770,1044,1088
26780,1037,1090
26790,1022,1076
26800,1002,1054
26810,995,1045
26820,989,1031
26830,987,1031
26840,980,1026
26850,976,1020
26860,971,1029
26870,967,1013
26880,966,1012
26890,970,1021
26900,965,1017
26910,964,1016
26920,981,1021
26930,1018,1059
26940,980,1016
26950,928,977
26960,836,930
26970,845,855
26980,938,894
26990,969,973
27000,981,1018
27010,1000,1043
27020,1004,1050
27030,1007,1060
27040,1015,1070
27050,1020,1092
27060,1025,1111
27070,1023,1120
27080,1008,1094
27090,1003,1071
27100,979,1050
27110,969,1036
27120,963,1033
27130,965,1032
27140,960,1027
27150,958,1029
27160,960,1029
27170,967,1042
27180,1131,1090
27190,1037,939
27200,882,975
27210,899,997
27220,898,1004
27230,894,997
27240,893,994
27250,887,994
27260,879,992
27270,888,995
27280,894,1004
27290,914,1022
27300,941,1040
27310,952,1038
27320,951,1040
27330,956,1041
27340,956,1041
27350,950,1039
27360,955,1042
27370,960,1039
27380,955,1040
27390,954,1038
27400,957,1050
27410,956,1039
27420,968,1039
27430,966,1039
27440,962,1036
27450,960,1034
27460,962,1036
27470,984,1045
27480,1097,1124
27490,1249,1115
27500,946,967
27510,950,1025
27520,948,1029
27530,941,1049
27540,935,1015
27550,933,1017
27560,925,1011
27570,929,1010
27580,938,1016
27590,935,1027
27600,951,1035
27610,964,1048
27620,969,1052
27630,974,1049
27640,974,1069
27650,965,1033
27660,969,1042
27670,970,1043
27680,966,1046
27690,974,1046
27700,972,1041
27710,971,1042
27720,972,1034
27730,965,1048
27740,974,1039
27750,985,1034
27760,982,1038
27770,978,1034
27780,1043,1135
27790,1015,1059
27800,991,1028
27810,908,1004
27820,903,980
27830,961,969
27840,954,982
27850,984,1036
27860,990,1037
27870,1000,1039
27880,1006,1043
27890,1009,1041
27900,1011,1054
27910,1020,1069
27920,1020,1066
27930,1015,1082
27940,997,1057
27950,989,1064
27960,977,1047
27970,976,1051
27980,977,1054
27990,974,1046
28000,969,1057
28010,971,1047
28020,976,1045
28030,972,1045
28040,973,1042
28050,967,1069
28060,979,1015
28070,980,1040
28080,1040,1060
28090,1039,1083
28100,1007,1034
28110,951,986
28120,846,949
28130,857,899
28140,942,910
28150,993,1003
28160,995,1052
28170,1016,1054
28180,1036,1071
28190,1039,1075
28200,1037,1082
28210,1035,1099
28220,1057,1105
28230,1050,1107
28240,1034,1094
28250,1008,1073
28260,1004,1058
28270,999,1049
28280,992,1046
28290,999,1043
28300,987,1041
28310,979,1042
28320,978,1037
28330,975,1034
28340,976,1035
28350,971,1030
28360,968,1029
28370,963,1027
28380,1064,1169
28390,1003,1051
28400,952,1015
28410,853,979
28420,843,912
28430,920,897
28440,958,985
28450,967,1022
28460,985,1049
28470,994,1051
28480,995,1061
28490,994,1067
28500,1001,1074
28510,1003,1086
28520,1005,1096
28530,1001,1096
28540,987,1088
28550,972,1068
28560,964,1052
28570,958,1044
28580,952,1042
28590,951,1038
28600,943,1036
28610,938,1032
28620,941,1030
28630,939,1030
28640,936,1024
28650,934,1025
